task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	2	23	100	NaN	NaN	NaN	NaN	NaN	NaN	1882361.381	NaN	NaN	NaN
2	2	24	104	NaN	NaN	NaN	NaN	NaN	NaN	1882365.383	NaN	NaN	NaN
2	2	25	108	2	0.100	1	1	1	0.454	1882369.386	1882369.507	1882370.385	1882370.390
2	2	26	112	NaN	NaN	NaN	NaN	NaN	NaN	1882373.393	NaN	NaN	NaN
2	2	27	116	10	0.200	2	2	1	0.480	1882377.382	1882377.592	1882378.391	1882378.395
2	2	28	120	5	0.650	2	2	1	0.343	1882381.407	1882382.040	1882382.385	1882382.405
2	2	29	124	12	0.850	1	1	1	0.385	1882385.408	1882386.245	1882386.392	1882386.397
2	2	30	128	3	0.650	2	2	1	0.635	1882389.396	1882390.041	1882390.390	1882390.395
2	2	31	132	1	0.200	1	1	1	0.464	1882393.398	1882393.592	1882394.388	1882394.392
2	2	32	136	4	0.200	1	1	1	0.505	1882397.409	1882397.589	1882398.385	1882398.390
2	2	33	140	NaN	NaN	NaN	NaN	NaN	NaN	1882401.388	NaN	NaN	NaN
2	2	34	144	NaN	NaN	NaN	NaN	NaN	NaN	1882405.384	NaN	NaN	NaN
2	2	35	148	8	0.750	1	1	1	0.506	1882409.385	1882410.149	1882410.399	1882410.405
2	2	36	152	NaN	NaN	NaN	NaN	NaN	NaN	1882413.388	NaN	NaN	NaN
2	2	37	156	2	0.100	1	1	1	0.558	1882417.382	1882417.488	1882418.384	1882418.406
2	2	38	160	NaN	NaN	NaN	NaN	NaN	NaN	1882421.392	NaN	NaN	NaN
2	2	39	164	5	0.200	1	1	1	0.462	1882425.381	1882425.591	1882426.394	1882426.398
2	2	40	168	7	0.650	1	1	1	0.369	1882429.397	1882430.043	1882430.385	1882430.389
2	2	41	172	11	0.600	2	2	1	0.451	1882433.401	1882433.991	1882434.384	1882434.389
2	2	42	176	13	0.200	2	2	1	0.395	1882437.425	1882437.590	1882438.386	1882438.390
2	2	43	180	NaN	NaN	NaN	NaN	NaN	NaN	1882441.387	NaN	NaN	NaN
2	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN	1882445.389	NaN	NaN	NaN
2	2	45	188	12	0.650	2	2	1	0.484	1882449.380	1882450.045	1882450.393	1882450.397
2	2	46	192	1	0.850	1	1	1	0.518	1882453.407	1882454.241	1882454.383	1882454.389
2	2	47	196	6	0.800	2	2	1	0.450	1882457.404	1882458.196	1882458.384	1882458.406
2	2	48	200	10	0.150	1	1	1	0.444	1882461.411	1882461.564	1882462.388	1882462.408
2	2	49	204	4	0.100	1	1	1	0.476	1882465.421	1882465.499	1882466.386	1882466.391
2	2	50	208	3	0.800	2	2	1	0.312	1882469.408	1882470.213	1882470.385	1882470.390
2	2	51	212	9	0.350	1	1	1	0.524	1882473.405	1882473.748	1882474.387	1882474.391
2	2	52	216	12	0.350	2	2	1	0.349	1882477.403	1882477.737	1882478.391	1882478.395
2	2	53	220	2	0.200	2	2	1	0.381	1882481.405	1882481.600	1882482.387	1882482.391
2	2	54	224	7	0.250	1	1	1	0.524	1882485.396	1882485.660	1882486.386	1882486.409
2	2	55	228	10	0.750	1	1	1	0.402	1882489.401	1882490.157	1882490.389	1882490.393
2	2	56	232	1	0.400	2	2	1	0.340	1882493.417	1882493.789	1882494.386	1882494.391
2	2	57	236	8	0.250	2	2	1	0.568	1882497.403	1882497.657	1882498.390	1882498.412
2	2	58	240	6	0.150	2	2	1	0.422	1882501.418	1882501.542	1882502.390	1882502.393
2	2	59	244	5	0.600	1	1	1	0.467	1882505.407	1882505.998	1882506.389	1882506.393
2	2	60	248	9	0.350	1	1	1	0.411	1882509.415	1882509.754	1882510.385	1882510.407
2	2	61	252	3	0.350	2	2	1	0.386	1882513.396	1882513.735	1882514.387	1882514.393
2	2	62	256	4	0.750	2	2	1	0.376	1882517.406	1882518.135	1882518.395	1882518.399
2	2	63	260	11	0.150	2	2	1	0.429	1882521.401	1882521.539	1882522.385	1882522.390
2	2	64	264	13	0.700	2	2	1	0.307	1882525.399	1882526.107	1882526.383	1882526.387
2	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN	1882529.385	NaN	NaN	NaN
