task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
1	1	43	180	13	0.750	1	1	1	0.454	1879933.568	1879934.303	1879934.555	1879934.559
1	1	44	184	10	0.300	2	2	1	0.521	1879937.578	1879937.881	1879938.555	1879938.559
1	1	45	188	3	0.600	1	1	1	0.473	1879941.569	1879942.176	1879942.557	1879942.562
1	1	46	192	1	0.150	1	1	1	0.477	1879945.575	1879945.727	1879946.550	1879946.554
1	1	47	196	6	0.200	1	1	1	0.458	1879949.580	1879949.754	1879950.562	1879950.566
1	1	48	200	3	0.150	2	2	1	0.431	1879953.572	1879953.712	1879954.568	1879954.571
1	1	49	204	10	0.300	2	2	1	0.420	1879957.571	1879957.853	1879958.550	1879958.554
1	1	50	208	11	0.500	2	2	1	0.360	1879961.571	1879962.054	1879962.553	1879962.557
1	1	51	212	7	0.500	2	2	1	0.343	1879965.568	1879966.062	1879966.574	1879966.578
1	1	52	216	13	0.550	1	1	1	0.426	1879969.574	1879970.110	1879970.553	1879970.557
1	1	53	220	9	0.750	2	2	1	0.369	1879973.564	1879974.305	1879974.557	1879974.561
1	1	54	224	NaN	NaN	NaN	NaN	NaN	NaN	1879977.556	NaN	NaN	NaN
1	1	55	228	4	0.400	2	2	1	0.403	1879981.550	1879981.955	1879982.552	1879982.556
1	1	56	232	5	0.450	1	1	1	0.409	1879985.576	1879986.021	1879986.561	1879986.565
1	1	57	236	NaN	NaN	NaN	NaN	NaN	NaN	1879989.559	NaN	NaN	NaN
1	1	58	240	1	0.700	2	2	1	0.381	1879993.562	1879994.264	1879994.549	1879994.554
1	1	59	244	NaN	NaN	NaN	NaN	NaN	NaN	1879997.560	NaN	NaN	NaN
1	1	60	248	NaN	NaN	NaN	NaN	NaN	NaN	1880001.552	NaN	NaN	NaN
1	1	61	252	NaN	NaN	NaN	NaN	NaN	NaN	1880005.557	NaN	NaN	NaN
1	1	62	256	NaN	NaN	NaN	NaN	NaN	NaN	1880009.547	NaN	NaN	NaN
1	1	63	260	12	0.800	1	1	1	0.469	1880013.557	1880014.359	1880014.551	1880014.555
1	1	64	264	8	0.550	1	1	1	0.487	1880017.569	1880018.131	1880018.548	1880018.569
1	1	65	268	2	0.100	1	1	1	0.506	1880021.580	1880021.659	1880022.549	1880022.554
