task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
1	2	29	124	NaN	NaN	NaN	NaN	NaN	NaN	86556.567	NaN	NaN	NaN
1	2	30	128	5	0.650	2	2	1	0.483	86560.570	86561.226	86561.573	86561.588
1	2	31	132	NaN	NaN	NaN	NaN	NaN	NaN	86564.589	NaN	NaN	NaN
1	2	32	136	10	0.600	2	2	1	0.497	86568.567	86569.199	86569.574	86569.588
1	2	33	140	7	0.750	2	2	1	0.535	86572.591	86573.325	86573.569	86573.572
1	2	34	144	8	0.500	2	2	1	0.437	86576.601	86577.081	86577.574	86577.588
1	2	35	148	1	0.300	2	2	1	0.524	86580.605	86580.878	86581.589	86581.602
1	2	36	152	12	0.350	1	1	1	0.537	86584.607	86584.926	86585.568	86585.581
1	2	37	156	2	0.900	1	1	1	0.611	86588.597	86589.491	86589.575	86589.580
1	2	38	160	11	0.600	1	1	1	0.473	86592.603	86593.193	86593.570	86593.573
1	2	39	164	NaN	NaN	NaN	NaN	NaN	NaN	86596.589	NaN	NaN	NaN
1	2	40	168	3	0.650	1	1	1	0.479	86600.568	86601.254	86601.571	86601.588
1	2	41	172	4	0.550	2	2	1	0.467	86604.590	86605.151	86605.569	86605.581
1	2	42	176	5	0.800	1	1	1	0.461	86608.589	86609.400	86609.570	86609.574
1	2	43	180	6	0.400	1	1	1	0.673	86612.590	86612.985	86613.573	86613.588
1	2	44	184	10	0.750	1	1	1	0.442	86616.585	86617.330	86617.573	86617.588
1	2	45	188	9	0.100	2	2	1	0.523	86620.598	86620.676	86621.568	86621.581
1	2	46	192	13	0.300	2	2	1	0.584	86624.590	86624.882	86625.574	86625.578
1	2	47	196	7	0.250	2	2	1	0.500	86628.611	86628.839	86629.572	86629.593
1	2	48	200	NaN	NaN	NaN	NaN	NaN	NaN	86632.581	NaN	NaN	NaN
1	2	49	204	13	0.200	1	1	1	0.550	86636.568	86636.777	86637.577	86637.588
1	2	50	208	NaN	NaN	NaN	NaN	NaN	NaN	86640.588	NaN	NaN	NaN
1	2	51	212	5	0.250	1	1	1	0.704	86644.567	86644.849	86645.569	86645.581
1	2	52	216	1	0.400	2	2	1	0.367	86648.592	86648.972	86649.572	86649.588
1	2	53	220	NaN	NaN	NaN	NaN	NaN	NaN	86652.584	NaN	NaN	NaN
1	2	54	224	2	0.850	1	1	1	0.478	86656.567	86657.430	86657.572	86657.577
1	2	55	228	8	0.550	2	2	1	0.440	86660.589	86661.135	86661.569	86661.572
1	2	56	232	6	0.800	1	1	1	0.602	86664.595	86665.383	86665.572	86665.587
1	2	57	236	10	0.350	1	1	1	0.408	86668.605	86668.942	86669.571	86669.587
1	2	58	240	NaN	NaN	NaN	NaN	NaN	NaN	86672.595	NaN	NaN	NaN
1	2	59	244	4	0.850	2	2	1	0.702	86676.567	86677.424	86677.569	86677.581
1	2	60	248	NaN	NaN	NaN	NaN	NaN	NaN	86680.595	NaN	NaN	NaN
1	2	61	252	NaN	NaN	NaN	NaN	NaN	NaN	86684.570	NaN	NaN	NaN
1	2	62	256	9	0.500	1	1	1	0.430	86688.567	86689.079	86689.568	86689.572
1	2	63	260	3	0.500	2	2	1	0.442	86692.596	86693.073	86693.576	86693.588
1	2	64	264	11	0.650	2	2	1	0.503	86696.588	86697.224	86697.577	86697.587
1	2	65	268	12	0.650	2	2	1	0.474	86700.600	86701.231	86701.589	86701.602
