task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	3	23	100	5	0.150	2	2	1	0.663	89078.250	89078.408	89079.252	89079.273
2	3	24	104	NaN	NaN	NaN	NaN	NaN	NaN	89082.272	NaN	NaN	NaN
2	3	25	108	9	0.450	1	1	1	0.694	89086.267	89086.722	89087.255	89087.265
2	3	26	112	3	0.400	2	2	1	0.531	89090.274	89090.677	89091.266	89091.270
2	3	27	116	13	0.850	2	2	1	0.521	89094.283	89095.111	89095.261	89095.266
2	3	28	120	1	0.150	2	2	1	0.786	89098.289	89098.432	89099.265	89099.281
2	3	29	124	11	0.850	2	2	1	0.439	89102.293	89103.126	89103.264	89103.268
2	3	30	128	12	0.100	1	1	1	0.631	89106.273	89106.364	89107.254	89107.258
2	3	31	132	8	0.750	2	2	1	0.401	89110.281	89111.010	89111.269	89111.285
2	3	32	136	10	0.600	1	1	1	0.413	89114.265	89114.854	89115.269	89115.273
2	3	33	140	7	0.250	1	1	1	0.649	89118.287	89118.512	89119.259	89119.272
2	3	34	144	6	0.350	2	2	1	0.379	89122.275	89122.613	89123.267	89123.278
2	3	35	148	12	0.200	2	2	1	1.146	89126.268	89126.468	89127.252	89127.256
2	3	36	152	1	0.750	1	1	1	0.378	89130.288	89131.019	89131.251	89131.265
2	3	37	156	13	0.550	1	1	1	0.552	89134.293	89134.810	89135.252	89135.265
2	3	38	160	10	0.100	1	1	1	0.545	89138.279	89138.366	89139.260	89139.271
2	3	39	164	11	0.250	1	1	1	0.444	89142.289	89142.513	89143.260	89143.271
2	3	40	168	6	0.600	2	2	1	0.372	89146.274	89146.872	89147.255	89147.272
2	3	41	172	NaN	NaN	NaN	NaN	NaN	NaN	89150.265	NaN	NaN	NaN
2	3	42	176	NaN	NaN	NaN	NaN	NaN	NaN	89154.268	NaN	NaN	NaN
2	3	43	180	3	0.850	2	2	1	0.627	89158.250	89159.107	89159.252	89159.255
2	3	44	184	2	0.150	1	1	1	0.650	89162.280	89162.413	89163.249	89163.253
2	3	45	188	4	0.700	1	1	1	0.521	89166.270	89166.959	89167.255	89167.271
2	3	46	192	9	0.450	2	2	1	0.489	89170.272	89170.707	89171.250	89171.254
2	3	47	196	7	0.700	1	1	1	0.426	89174.273	89174.964	89175.249	89175.264
2	3	48	200	8	0.400	1	1	1	0.456	89178.285	89178.663	89179.260	89179.265
2	3	49	204	5	0.150	1	1	1	0.523	89182.272	89182.411	89183.250	89183.271
2	3	50	208	12	0.300	1	1	1	0.597	89186.277	89186.560	89187.266	89187.278
2	3	51	212	8	0.300	1	1	1	0.597	89190.292	89190.554	89191.259	89191.271
2	3	52	216	11	0.650	2	2	1	0.511	89194.279	89194.903	89195.251	89195.255
2	3	53	220	5	0.550	2	2	1	0.575	89198.265	89198.818	89199.254	89199.258
2	3	54	224	NaN	NaN	NaN	NaN	NaN	NaN	89202.271	NaN	NaN	NaN
2	3	55	228	NaN	NaN	NaN	NaN	NaN	NaN	89206.254	NaN	NaN	NaN
2	3	56	232	4	0.100	2	2	1	0.706	89210.248	89210.378	89211.279	89211.292
2	3	57	236	7	0.200	1	1	1	0.453	89214.273	89214.465	89215.274	89215.277
2	3	58	240	10	0.550	1	1	1	0.362	89218.277	89218.806	89219.267	89219.271
2	3	59	244	NaN	NaN	NaN	NaN	NaN	NaN	89222.264	NaN	NaN	NaN
2	3	60	248	1	0.250	1	1	1	0.567	89226.250	89226.505	89227.259	89227.271
2	3	61	252	6	0.150	1	1	1	0.556	89230.285	89230.422	89231.248	89231.252
2	3	62	256	2	0.550	1	1	1	0.380	89234.274	89234.814	89235.259	89235.271
2	3	63	260	9	0.150	2	2	1	0.599	89238.266	89238.412	89239.266	89239.278
2	3	64	264	13	0.650	2	2	1	0.485	89242.286	89242.914	89243.254	89243.258
2	3	65	268	3	0.750	1	1	1	1.003	89246.269	89247.015	89247.258	89247.263
