task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
1	2	37	156	2	0.100	1	1	1	0.426	5700.459	5700.574	5701.463	5701.467
1	2	38	160	NaN	NaN	NaN	NaN	NaN	NaN	5704.478	NaN	NaN	NaN
1	2	39	164	5	0.200	1	1	1	0.390	5708.465	5708.668	5709.462	5709.467
1	2	40	168	7	0.650	1	1	1	0.393	5712.476	5713.121	5713.465	5713.486
1	2	41	172	11	0.600	2	2	1	0.388	5716.481	5717.080	5717.463	5717.466
1	2	42	176	13	0.200	2	2	1	0.416	5720.480	5720.674	5721.465	5721.468
1	2	43	180	NaN	NaN	NaN	NaN	NaN	NaN	5724.478	NaN	NaN	NaN
1	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN	5728.474	NaN	NaN	NaN
1	2	45	188	12	0.650	2	2	1	0.435	5732.460	5733.118	5733.469	5733.474
1	2	46	192	1	0.850	1	1	1	0.404	5736.479	5737.314	5737.462	5737.478
1	2	47	196	6	0.800	2	2	1	0.415	5740.483	5741.273	5741.463	5741.478
1	2	48	200	10	0.150	1	1	1	0.455	5744.495	5744.623	5745.463	5745.478
1	2	49	204	4	0.100	1	1	1	0.412	5748.494	5748.574	5749.479	5749.492
1	2	50	208	3	0.800	2	2	1	0.346	5752.474	5753.273	5753.467	5753.490
1	2	51	212	9	0.350	1	1	1	0.233	5756.484	5756.840	5757.469	5757.486
1	2	52	216	12	0.350	2	2	1	0.415	5760.495	5760.823	5761.468	5761.486
1	2	53	220	2	0.200	2	2	1	0.365	5764.479	5764.683	5765.461	5765.478
1	2	54	224	7	0.250	1	1	1	0.392	5768.500	5768.716	5769.468	5769.473
1	2	55	228	10	0.750	1	1	1	0.380	5772.503	5773.223	5773.483	5773.499
1	2	56	232	1	0.400	2	2	1	0.319	5776.477	5776.870	5777.468	5777.473
1	2	57	236	8	0.250	2	1	0	0.215	5780.499	5780.725	5781.462	5781.477
1	2	58	240	6	0.150	2	2	1	0.461	5784.477	5784.619	5785.484	5785.499
1	2	59	244	5	0.600	1	1	1	0.363	5788.493	5789.075	5789.472	5789.486
1	2	60	248	9	0.350	1	1	1	0.346	5792.480	5792.823	5793.486	5793.490
1	2	61	252	3	0.350	2	2	1	0.356	5796.475	5796.835	5797.468	5797.485
1	2	62	256	4	0.750	2	2	1	0.444	5800.499	5801.227	5801.485	5801.490
1	2	63	260	11	0.150	2	2	1	0.485	5804.477	5804.617	5805.466	5805.471
1	2	64	264	13	0.700	2	2	1	0.502	5808.497	5809.176	5809.471	5809.475
1	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN	5812.471	NaN	NaN	NaN
