task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	3	24	104	2	0.600	1	1	1	0.298	8304.087	8304.695	8305.077	8305.092
2	3	25	108	6	0.900	1	1	1	0.352	8308.100	8308.985	8309.077	8309.080
2	3	26	112	1	0.300	2	2	1	0.471	8312.086	8312.401	8313.071	8313.086
2	3	27	116	8	0.300	1	NaN	0	NaN	8316.093	8316.374	8317.095	8317.106
2	3	28	120	7	0.100	1	1	1	0.387	8320.099	8320.184	8321.078	8321.101
2	3	29	124	11	0.850	2	2	1	0.373	8324.090	8324.934	8325.072	8325.086
2	3	30	128	9	0.100	2	2	1	0.415	8328.087	8328.174	8329.077	8329.092
2	3	31	132	4	0.700	1	1	1	0.280	8332.103	8332.777	8333.078	8333.092
2	3	32	136	3	0.250	1	1	1	0.359	8336.093	8336.333	8337.078	8337.103
2	3	33	140	NaN	NaN	NaN	NaN	NaN	NaN	8340.092	NaN	NaN	NaN
2	3	34	144	9	0.200	2	2	1	0.373	8344.070	8344.276	8345.073	8345.094
2	3	35	148	2	0.700	2	2	1	0.235	8348.085	8348.778	8349.077	8349.100
2	3	36	152	1	0.600	2	2	1	0.279	8352.102	8352.678	8353.076	8353.079
2	3	37	156	NaN	NaN	NaN	NaN	NaN	NaN	8356.085	NaN	NaN	NaN
2	3	38	160	12	0.450	1	1	1	0.389	8360.068	8360.529	8361.079	8361.083
2	3	39	164	5	0.100	1	1	1	0.552	8364.088	8364.175	8365.076	8365.091
2	3	40	168	8	0.300	1	1	1	0.345	8368.082	8368.375	8369.074	8369.078
2	3	41	172	13	0.300	2	2	1	0.414	8372.085	8372.374	8373.082	8373.086
2	3	42	176	10	0.450	2	2	1	0.305	8376.092	8376.533	8377.072	8377.085
2	3	43	180	7	0.100	1	1	1	0.495	8380.088	8380.196	8381.073	8381.085
2	3	44	184	6	0.600	2	2	1	0.432	8384.108	8384.680	8385.078	8385.082
2	3	45	188	NaN	NaN	NaN	NaN	NaN	NaN	8388.084	NaN	NaN	NaN
2	3	46	192	11	0.100	2	2	1	0.631	8392.070	8392.174	8393.076	8393.091
2	3	47	196	9	0.900	1	1	1	0.319	8396.091	8396.975	8397.073	8397.077
2	3	48	200	11	0.850	2	2	1	0.303	8400.092	8400.933	8401.077	8401.081
2	3	49	204	NaN	NaN	NaN	NaN	NaN	NaN	8404.084	NaN	NaN	NaN
2	3	50	208	8	0.700	2	2	1	0.355	8408.069	8408.780	8409.090	8409.105
2	3	51	212	NaN	NaN	NaN	NaN	NaN	NaN	8412.091	NaN	NaN	NaN
2	3	52	216	NaN	NaN	NaN	NaN	NaN	NaN	8416.078	NaN	NaN	NaN
2	3	53	220	NaN	NaN	NaN	NaN	NaN	NaN	8420.074	NaN	NaN	NaN
2	3	54	224	NaN	NaN	NaN	NaN	NaN	NaN	8424.084	NaN	NaN	NaN
2	3	55	228	2	0.450	1	1	1	0.285	8428.070	8428.548	8429.077	8429.081
2	3	56	232	1	0.900	2	2	1	0.401	8432.085	8432.994	8433.069	8433.072
2	3	57	236	7	0.650	2	2	1	0.319	8436.112	8436.749	8437.069	8437.072
2	3	58	240	5	0.800	2	2	1	0.323	8440.084	8440.883	8441.069	8441.084
2	3	59	244	10	0.850	2	2	1	0.289	8444.085	8444.932	8445.077	8445.091
2	3	60	248	NaN	NaN	NaN	NaN	NaN	NaN	8448.077	NaN	NaN	NaN
2	3	61	252	6	0.250	1	1	1	0.376	8452.068	8452.327	8453.073	8453.084
2	3	62	256	12	0.900	2	2	1	0.398	8456.094	8456.996	8457.068	8457.072
2	3	63	260	13	0.900	2	2	1	0.358	8460.086	8460.977	8461.079	8461.082
2	3	64	264	3	0.850	2	2	1	0.327	8464.104	8464.931	8465.078	8465.083
2	3	65	268	4	0.200	1	1	1	0.523	8468.098	8468.281	8469.070	8469.084
