task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
2	2	28	120	5	0.650	2	2	1	0.353	7988.681	7989.342	7989.663	7989.677
2	2	29	124	12	0.850	1	1	1	0.422	7992.707	7993.535	7993.687	7993.699
2	2	30	128	3	0.650	2	2	1	0.234	7996.679	7997.329	7997.672	7997.684
2	2	31	132	1	0.200	1	1	1	0.411	8000.680	8000.888	8001.676	8001.681
2	2	32	136	4	0.200	1	1	1	0.387	8004.679	8004.877	8005.665	8005.670
2	2	33	140	NaN	NaN	NaN	NaN	NaN	NaN	8008.692	NaN	NaN	NaN
2	2	34	144	NaN	NaN	NaN	NaN	NaN	NaN	8012.672	NaN	NaN	NaN
2	2	35	148	8	0.750	1	1	1	0.261	8016.660	8017.424	8017.677	8017.692
2	2	36	152	NaN	NaN	NaN	NaN	NaN	NaN	8020.684	NaN	NaN	NaN
2	2	37	156	2	0.100	1	1	1	0.281	8024.662	8024.785	8025.663	8025.677
2	2	38	160	NaN	NaN	NaN	NaN	NaN	NaN	8028.677	NaN	NaN	NaN
2	2	39	164	5	0.200	1	1	1	0.297	8032.667	8032.870	8033.671	8033.684
2	2	40	168	7	0.650	1	1	1	0.389	8036.699	8037.325	8037.673	8037.684
2	2	41	172	11	0.600	2	2	1	0.351	8040.690	8041.271	8041.669	8041.672
2	2	42	176	13	0.200	2	2	1	0.494	8044.678	8044.887	8045.670	8045.674
2	2	43	180	NaN	NaN	NaN	NaN	NaN	NaN	8048.698	NaN	NaN	NaN
2	2	44	184	NaN	NaN	NaN	NaN	NaN	NaN	8052.662	NaN	NaN	NaN
2	2	45	188	12	0.650	2	2	1	0.407	8056.660	8057.328	8057.670	8057.693
2	2	46	192	1	0.850	1	1	1	0.328	8060.678	8061.524	8061.668	8061.672
2	2	47	196	6	0.800	2	2	1	0.432	8064.689	8065.470	8065.670	8065.673
2	2	48	200	10	0.150	1	1	1	0.365	8068.711	8068.840	8069.674	8069.691
2	2	49	204	4	0.100	1	1	1	0.552	8072.702	8072.782	8073.663	8073.683
2	2	50	208	3	0.800	2	2	1	0.470	8076.699	8077.474	8077.673	8077.684
2	2	51	212	9	0.350	1	1	1	0.408	8080.678	8081.015	8081.670	8081.684
2	2	52	216	12	0.350	2	2	1	0.502	8084.709	8085.033	8085.667	8085.683
2	2	53	220	2	0.200	2	1	0	0.936	8088.681	8088.890	8089.664	8089.677
2	2	54	224	7	0.250	1	1	1	0.325	8092.694	8092.922	8093.664	8093.668
2	2	55	228	10	0.750	1	1	1	0.420	8096.701	8097.419	8097.684	8097.697
2	2	56	232	1	0.400	2	2	1	0.365	8100.691	8101.070	8101.670	8101.683
2	2	57	236	8	0.250	2	2	1	0.440	8104.695	8104.924	8105.684	8105.698
2	2	58	240	6	0.150	2	2	1	0.382	8108.677	8108.815	8109.660	8109.677
2	2	59	244	5	0.600	1	1	1	0.258	8112.684	8113.275	8113.669	8113.683
2	2	60	248	9	0.350	1	1	1	0.387	8116.706	8117.022	8117.667	8117.683
2	2	61	252	3	0.350	2	2	1	0.341	8120.684	8121.045	8121.665	8121.670
2	2	62	256	4	0.750	2	1	0	0.260	8124.704	8125.418	8125.672	8125.683
2	2	63	260	11	0.150	2	2	1	0.422	8128.682	8128.825	8129.667	8129.670
2	2	64	264	13	0.700	2	2	1	0.331	8132.705	8133.374	8133.661	8133.665
2	2	65	268	NaN	NaN	NaN	NaN	NaN	NaN	8136.683	NaN	NaN	NaN
