task	run	trial	onset	item	fixtime	fixcol	resp	acc	rt	flip1	flip2	flip3	flip4
1	3	42	176	10	0.450	2	2	1	0.601	6051.075	6051.519	6052.063	6052.086
1	3	43	180	7	0.100	1	1	1	0.689	6055.098	6055.176	6056.058	6056.077
1	3	44	184	6	0.600	2	2	1	0.412	6059.074	6059.673	6060.057	6060.062
1	3	45	188	NaN	NaN	NaN	NaN	NaN	NaN	6063.067	NaN	NaN	NaN
1	3	46	192	11	0.100	2	2	1	0.569	6067.054	6067.167	6068.070	6068.086
1	3	47	196	9	0.900	1	1	1	0.344	6071.080	6071.969	6072.058	6072.063
1	3	48	200	11	0.850	2	2	1	0.269	6075.078	6075.940	6076.083	6076.095
1	3	49	204	NaN	NaN	NaN	NaN	NaN	NaN	6079.080	NaN	NaN	NaN
1	3	50	208	8	0.700	2	2	1	0.278	6083.054	6083.766	6084.058	6084.063
1	3	51	212	NaN	NaN	NaN	NaN	NaN	NaN	6087.077	NaN	NaN	NaN
1	3	52	216	NaN	NaN	NaN	NaN	NaN	NaN	6091.055	NaN	NaN	NaN
1	3	53	220	NaN	NaN	NaN	NaN	NaN	NaN	6095.058	NaN	NaN	NaN
1	3	54	224	NaN	NaN	NaN	NaN	NaN	NaN	6099.057	NaN	NaN	NaN
1	3	55	228	2	0.450	1	1	1	0.378	6103.056	6103.518	6104.071	6104.086
1	3	56	232	1	0.900	2	2	1	0.317	6107.074	6107.971	6108.084	6108.100
1	3	57	236	7	0.650	2	2	1	0.315	6111.080	6111.729	6112.057	6112.076
1	3	58	240	5	0.800	2	2	1	0.349	6115.082	6115.864	6116.059	6116.076
1	3	59	244	10	0.850	2	2	1	0.343	6119.090	6119.928	6120.076	6120.081
1	3	60	248	NaN	NaN	NaN	NaN	NaN	NaN	6123.080	NaN	NaN	NaN
1	3	61	252	6	0.250	1	1	1	0.401	6127.053	6127.322	6128.075	6128.086
1	3	62	256	12	0.900	2	2	1	0.411	6131.079	6131.964	6132.057	6132.061
1	3	63	260	13	0.900	2	2	1	0.386	6135.073	6135.968	6136.058	6136.062
1	3	64	264	3	0.850	2	2	1	0.344	6139.076	6139.909	6140.056	6140.072
1	3	65	268	4	0.200	1	1	1	0.472	6143.075	6143.260	6144.055	6144.075
